Hewlett-Packard-stock	value-weighted-index	equal-weighted-index	S&P500-index
  -1.005  -0.147   0.214  -0.214
   1.504  -0.020   0.330  -0.101
  -2.519  -0.155   0.090  -0.153
   1.015   0.549   0.385   0.507
  -1.784   0.270   0.111   0.344
  -1.815  -0.237  -0.063  -0.242
  -1.849  -0.893  -0.399  -0.981
   0.000  -0.577  -0.049  -0.844
   1.324  -0.562  -0.536  -0.457
  -0.263   0.264   0.191   0.308
  -2.134  -0.847  -0.253  -1.022
   1.869   0.708   0.124   0.990
  -0.797   0.300   0.450   0.236
   1.061   1.188   0.603   1.307
   3.372   1.185   0.660   1.168
   3.262   0.679   0.809   0.457
  -2.247  -0.238   0.055  -0.224
   1.255   0.179   0.551   0.148
  -0.249  -0.558   0.005  -0.634
   0.747  -0.387   0.049  -0.564
   0.495  -0.045   0.019   0.028
   0.738  -0.768  -0.449  -0.743
  -1.482  -0.281  -0.057  -0.226
   0.000   1.142   0.424   1.375
   1.726   0.592   0.351   0.502
   0.488   0.531   0.650   0.377
  -1.965   0.123   0.745  -0.127
  -0.747  -0.273   0.028  -0.290
   0.000  -0.297  -0.168  -0.266
  -2.789  -0.223   0.059  -0.403
   0.768   0.283   0.360   0.323
  -1.025   0.898   0.832   0.957
  -0.776   0.026   0.357  -0.211
   1.291   0.156   0.191   0.059
   3.031   0.870   0.547   0.917
  -0.749   0.141   0.073   0.169
   0.749  -0.098   0.190  -0.065
  -5.103  -3.468  -2.009  -3.728
  -3.462   0.515  -0.285   0.683
   3.200  -1.552  -1.787  -1.523
   0.262  -0.125   0.650  -0.235
   1.042   0.420   0.501   0.403
  -1.041  -0.922  -0.509  -1.036
   1.559  -0.301  -0.379  -0.213
   2.293   0.480  -0.147   0.696
  -1.779  -0.195   0.096  -0.374
  -1.290  -0.146   0.478  -0.354
   1.802   1.345  -0.291   1.634
  -1.025   0.081   0.063  -0.115
  -0.776  -0.128   0.108  -0.234
   2.311  -0.504  -0.246  -0.707
   0.000   0.377   0.261   0.452
   0.000  -0.202  -0.565  -0.222
   0.758  -0.124  -0.573  -0.095
   0.000  -0.196  -0.418  -0.053
  -0.252   0.871   0.528   1.014
   0.755   0.704   0.723   0.762
  -0.502   0.150   0.161  -0.003
  -1.267  -0.486  -0.554  -0.443
   1.519   0.112  -0.139   0.188
  -3.581  -0.382  -0.225  -0.250
   2.317   0.966   0.175   1.175
   4.976   2.202   0.924   2.496
   0.484   0.812   0.903   0.631
   5.864   1.385   1.093   1.371
  -1.839   0.604   0.716   0.399
   4.536   2.014   1.265   2.114
   1.103   0.601   1.542   0.469
  -1.994  -0.057   1.135   0.041
   0.891   0.550   1.098   0.497
  -0.222  -0.003   1.070  -0.330
  -0.445   0.050   0.768  -0.134
   3.509   0.388   0.986   0.168
   3.390   0.265   1.300  -0.117
  -2.532  -0.599   0.170  -0.603
   0.639  -0.090   0.509  -0.183
   3.135   1.293   1.293   1.461
   4.033   0.293   1.158   0.078
  -0.794  -0.540   0.591  -0.610
  -1.202   0.120   0.710   0.155
  -1.013  -0.604   0.499  -0.599
  -4.371  -1.105  -0.794  -0.897
   1.688   1.335   1.044   1.321
   1.660  -0.407   0.427  -0.761
  -2.500   0.127   0.647   0.125
   2.088  -0.148   0.508  -0.118
  -0.829   0.016   0.535  -0.007
   0.000  -0.984  -0.121  -1.119
   0.416   0.416   0.507   0.314
  -1.674  -0.486   0.473  -0.692
   1.466   0.258   0.409   0.181
   3.874   0.977   0.689   1.049
  -0.401   0.231   0.657  -0.002
  -0.806   0.054   0.581  -0.005
   1.208  -0.535   0.311  -0.662
   0.598   0.479   0.280   0.650
  -1.402   0.033   0.294  -0.002
   3.370   0.865   0.826   0.811
   0.777  -0.805   0.011  -0.828
  -1.559  -0.209   0.416  -0.292
   1.172  -1.158  -0.353  -1.244
  13.256   0.004  -0.324   0.216
   4.164   1.245   0.872   1.372
  -1.479  -0.504   0.094  -0.592
  -1.334  -0.034  -0.160   0.197
  -2.034  -0.417  -0.425  -0.442
   1.361   1.163   0.914   1.187
   1.009  -0.092   0.446  -0.360
  -2.369  -0.237   0.391  -0.280
   1.866   0.095   0.507  -0.061
   1.997   0.052   0.216   0.097
   1.796  -0.709  -0.158  -0.857
  -1.631  -0.844  -0.656  -0.691
  -2.836  -0.536  -0.330  -0.510
   1.678   0.144  -0.001   0.190
   1.977   0.530   0.450   0.414
  -0.490  -0.718  -0.404  -0.705
   0.164  -0.122  -0.109  -0.035
   1.301   0.429   0.316   0.482
  -0.162   0.032  -0.125   0.136
   2.082   0.726   0.400   0.782
   1.260  -0.001   0.318  -0.105
   1.337   0.177   0.123   0.159
   2.144   0.174   0.060   0.365
   0.755  -0.263  -0.197  -0.339
   0.749  -0.257  -0.195  -0.251
  -1.807  -0.121   0.129  -0.334
  -2.306  -0.097  -0.062   0.083
  -0.468  -1.046  -0.706  -1.075
  -0.470  -0.187  -0.262  -0.124
   1.093   0.150   0.098   0.171
  -0.467   0.023  -0.522   0.134
   1.086  -0.949  -0.574  -0.927
  -1.243   0.041  -0.365   0.262
   1.088   0.898   0.203   1.001
  -2.188  -1.792  -1.471  -1.874
  -2.399  -1.024  -1.345  -0.898
   1.764   1.585   1.268   1.544
  -4.720   0.743   0.623   0.907
   2.306   0.457   0.059   0.442
   3.991   1.335   0.610   1.542
   3.082   0.794   0.369   0.939
  -0.762  -0.271  -0.384  -0.055
  -1.696  -1.456  -1.173  -1.426
  -3.643  -0.111  -0.324   0.024
   1.123  -0.014   0.157  -0.110
   1.582   0.221   0.116   0.436
  -1.423  -0.457   0.035  -0.629
  -1.605  -0.212  -0.321  -0.139
  -2.457  -0.073  -0.514   0.162
   5.955   0.763   0.562   0.708
   0.000   0.879   0.898   0.708
  -0.156  -0.403   0.196  -0.585
   0.779   0.978   0.414   1.056
   1.541   0.181   0.296  -0.017
   0.000   0.060   0.329  -0.012
  -1.076  -0.149   0.009  -0.226
  -0.776  -0.009   0.107   0.048
  -1.570   0.535   0.170   0.584
   0.474  -0.455  -0.207  -0.527
  -1.747  -0.028   0.008   0.038
  -1.452  -0.758  -0.468  -0.798
   0.648  -0.575  -0.113  -0.741
  -3.954   0.517   0.078   0.661
  -0.337   0.694   0.122   0.858
   1.507  -0.055  -0.043  -0.235
   1.811  -0.597   0.009  -0.674
   1.457   0.300   0.345   0.343
  -2.112  -0.636  -0.461  -0.632
  -0.990   0.181   0.045   0.185
   1.154   0.845   0.313   1.103
  -0.329   0.028   0.529  -0.335
  -0.330   0.448   0.163   0.468
   0.000  -0.573   0.126  -0.915
  -1.162   0.172   0.251   0.264
  -4.089  -0.291  -0.023  -0.322
   0.694  -0.068  -0.101   0.053
   1.031  -0.124  -0.196  -0.029
  -0.686  -0.810  -0.771  -0.801
  -2.793  -0.699  -0.356  -0.687
   1.928   0.234  -0.310   0.441
  -0.348   0.254   0.369   0.174
  -1.757  -0.020  -0.486   0.129
  -2.878  -0.444  -0.335  -0.481
  -4.669  -1.526  -1.067  -1.495
   0.115  -0.420  -0.599  -0.324
   2.460   0.614   0.679   0.674
   2.218  -0.258  -0.922  -0.067
   1.091   0.291   0.363   0.159
   0.181  -0.107   0.104  -0.052
   0.000  -0.153  -0.049  -0.176
  -1.272   0.069   0.376   0.082
   2.883   1.301   0.541   1.352
  -2.154   0.168   0.633  -0.196
   1.976   1.004   0.603   1.154
  -4.923  -0.242   0.135  -0.269
  -2.652   0.407  -0.134   0.502
  -1.938  -0.997  -0.269  -1.137
   1.938   0.154  -0.038   0.274
   3.025   0.934   0.806   0.955
   0.186   0.208   0.692   0.097
   2.024   0.159   0.331   0.060
   0.726   0.637   0.580   0.675
   1.437  -0.073   0.453  -0.139
  -0.716   0.099   0.106   0.105
  -0.902  -0.498  -0.160  -0.461
  -1.093  -0.476  -0.564  -0.451
   1.995   0.124   0.466   0.002
   0.000  -0.643  -0.255  -0.686
   1.426   0.244   0.421   0.280
   1.231  -0.037   0.119  -0.116
   0.175   0.046   0.153  -0.015
   0.869   1.278   0.834   1.443
   2.224   1.022   0.696   1.122
   0.169   0.367   0.317   0.399
  -0.678   0.184   0.713   0.068
  -0.170   0.230   0.300   0.207
   1.186  -0.099   0.019  -0.172
  -2.557  -0.500  -0.067  -0.512
  -1.216  -0.334  -0.060  -0.380
 -19.428  -0.222   0.005  -0.408
   2.723   0.033  -0.151   0.129
   0.000  -0.126  -0.174  -0.124
  -0.207  -0.313   0.082  -0.267
   0.619   0.038   0.071  -0.012
  -0.826   0.483   0.492   0.521
   0.620   0.194   0.049   0.198
  -5.728   0.085  -0.175   0.143
  -0.218  -0.617  -0.247  -0.753
  -0.658  -0.040  -0.021   0.019
   0.000  -0.713  -0.147  -0.818
  -1.107  -1.094  -0.977  -1.001
   1.327   0.053  -0.091   0.217
  -0.661   0.469   0.151   0.461
  -0.889   0.228   0.590   0.005
  -0.447   0.240   0.299   0.316
   2.655  -0.102   0.131  -0.195
   0.653   0.435   0.229   0.492
   1.294   0.533   0.501   0.458
  -2.823   0.139   0.844   0.000
  -1.554  -0.188  -0.040  -0.215
   1.113  -0.561  -0.456  -0.635
   1.971   0.393   0.221   0.462
  -0.653   0.801   0.708   0.858
   0.218   0.020   0.407  -0.088
   4.265   1.364   0.694   1.347
  -1.472  -1.084  -0.429  -1.301
  -1.925  -0.085   0.150   0.036
   2.263   0.027  -0.025   0.002
   0.634   0.510   0.569   0.711
   0.211  -0.130  -0.172  -0.187
  -1.909  -1.007  -0.282  -1.191
   0.640  -0.042  -0.091   0.072
  -1.717   0.341   0.531   0.247
   0.000  -1.018  -0.440  -0.990
  -0.216   0.300  -0.133   0.547
  -1.311   0.097   0.226   0.043
  -1.998   0.362   0.705   0.240
  -4.588  -0.426  -0.343  -0.362
  -0.235  -1.242  -0.549  -1.408
   1.865  -0.785  -1.395  -0.710
   0.000   0.155   0.565  -0.096
  -0.928  -0.540   0.133  -0.723
  -0.467   0.784   0.548   0.862
  -3.334  -1.016  -0.238  -1.256
   2.156   0.901   0.524   1.180
   3.034   0.460   0.282   0.456
  -1.156   0.026   0.142   0.017
   0.696   0.093   0.218   0.056
   3.182   0.436   0.317   0.519
   1.333   0.880   0.711   0.786
  -0.221   0.178   0.410   0.120
  -2.237   0.141   0.638   0.046
  -2.057  -0.153   0.261  -0.185
   1.831  -0.110   0.399  -0.193
   0.678   0.797   0.238   0.975
  -0.678   0.063   0.083   0.079
   2.243   0.479   0.675   0.391
   1.976   0.283   0.577   0.174
  -1.093  -0.313   0.402  -0.519
   3.244   0.784   0.398   0.967
   0.000  -0.476   0.111  -0.671
   1.688  -0.465   0.021  -0.671
  -2.758   0.441   0.731   0.295
   1.069  -0.005   0.481  -0.182
  -1.285   0.318   0.544   0.242
   1.921   0.151   0.629   0.007
   0.000   0.839   1.270   0.851
  -3.222   0.095   0.361   0.159
  -0.218  -0.013   0.656  -0.104
  -1.322  -0.339  -0.015  -0.415
  -1.790  -0.382  -0.183  -0.336
   5.916   0.796   0.628   0.850
  -0.213   0.245   0.549   0.180
   3.971   0.667   0.700   0.715
   1.020  -0.280   0.204  -0.360
   0.000   0.562   0.439   0.579
   2.998   0.405   0.841   0.373
   2.527   0.249   0.665   0.226
   2.089   0.356   0.433   0.277
  -3.636  -0.039   0.129  -0.132
  -0.783  -0.187   0.273  -0.207
   0.196   0.084   0.513   0.005
   0.000   0.499   0.742   0.499
   0.781   0.624   0.386   0.749
   0.388   0.331   0.261   0.385
   3.803  -0.290  -0.004  -0.307
  -0.562  -0.295  -0.068  -0.232
  -1.322  -0.152   0.288  -0.209
  -0.572  -0.164  -0.119  -0.205
  -1.347  -0.179  -0.101  -0.062
  -0.974  -0.325  -0.238  -0.243
   3.007   0.869   0.546   0.902
   0.000   1.058   0.651   1.335
   0.569  -0.072  -0.094  -0.131
   0.378  -0.043   0.242  -0.088
   0.752  -0.127   0.379  -0.291
  -0.564   0.205   0.631   0.169
   3.152  -0.076  -0.296  -0.141
   0.908  -0.029   0.349  -0.266
   1.079   0.215   0.657   0.192
   0.000  -0.143   1.430  -0.712
  -2.536  -0.265   0.675  -0.076
   2.715  -0.153   0.387  -0.239
   3.854   0.142   0.793   0.041
  -3.142  -0.745   0.290  -0.876
   0.354  -0.388  -0.168  -0.391
   2.788   0.406   0.514   0.442
  -2.787   0.020   0.053   0.021
   0.705   0.489   0.445   0.461
   3.956   0.718   0.784   0.670
  -1.700   0.371   0.817   0.278
  -1.034   0.013   0.435  -0.071
   0.000  -0.235   0.247  -0.392
  -1.924  -0.232   0.469  -0.405
   1.403   0.404   0.541   0.488
   2.240   0.270   0.584   0.142
   0.340   0.749   0.818   0.890
  -0.170   0.074   0.333  -0.014
  -2.584  -0.523  -0.389  -0.419
  -0.700   0.007   0.126   0.126
   1.222   0.106   0.459   0.027
   1.379   0.817   0.386   0.848
  -0.860   0.150   0.449   0.009
  -1.742   0.927   0.641   1.043
  -2.132   0.559   0.509   0.527
  -1.629  -0.273  -0.061  -0.140
  -1.101  -0.174   0.076  -0.241
  -0.556  -0.625  -0.395  -0.565
   1.291   0.220   0.278   0.202
   0.730   0.297   0.503   0.319
   0.363  -0.570  -0.269  -0.690
  -2.013  -2.623  -2.329  -2.429
   6.615  -0.387  -0.667  -0.141
   1.885  -0.144   0.279  -0.324
   1.684   0.430   0.449   0.536
  -0.502  -0.112  -0.716   0.235
  -3.067  -0.024  -0.151  -0.101
   3.401   1.368   0.756   1.386
   1.658   0.397   0.449   0.332
  -3.006   0.310   0.700   0.235
  -0.680  -0.127   0.081  -0.309
   2.693   1.150   0.442   1.324
   0.992   0.483   0.606   0.304
  -0.164  -0.364   0.143  -0.428
   1.146  -0.136   0.352  -0.275
   1.616   1.516   0.602   1.910
  -0.482   0.097   0.217  -0.068
   0.802   0.480   0.441   0.424
  -0.320  -0.348   0.372  -0.574
  -0.804  -0.712  -0.239  -0.861
  -0.162   0.318   0.437   0.355
   0.645  -0.040   0.121  -0.013
  -2.442  -0.683  -0.188  -0.680
   0.755   0.650   0.369   0.796
  -1.155  -0.439  -0.123  -0.379
  -3.202  -0.402  -0.540  -0.289
   2.202  -0.058   0.024  -0.027
  -2.545  -0.149  -0.049  -0.154
   2.377   0.642   0.479   0.625
  -1.692  -0.377   0.244  -0.690
   1.019   0.429   0.292   0.666
   2.337   0.382   0.146   0.266
   0.494   0.159   0.749  -0.066
  -0.659  -0.328   0.015  -0.303
  -3.533  -1.926  -0.922  -2.003
  -0.171   0.118  -0.169   0.208
  -0.172  -0.405  -0.532  -0.255
   1.366   0.314   0.143   0.355
   1.179  -0.213   0.017  -0.201
   1.331   1.218   0.249   1.467
  -1.331   0.331   0.501   0.190
  -0.168  -0.028   0.219  -0.125
  -0.843  -0.151   0.056  -0.058
   0.842   0.036   0.160   0.120
  -1.692  -0.335  -0.245  -0.331
   0.171  -0.494  -0.273  -0.528
   1.857  -0.160   0.327  -0.331
  -0.335  -0.690   0.290  -0.944
  -1.351  -0.518   0.010  -0.555
  -3.813  -0.964  -0.976  -0.342
   2.098   0.835   0.206   0.565
   1.033   0.166   0.405   0.002
   1.022   0.224   0.266   0.221
   1.513   0.390   0.721   0.273
  -0.167   0.530   0.238   0.515
   1.329   0.555   0.771   0.358
   0.658   0.310   0.643   0.106
   1.141  -0.268   0.218  -0.283
   2.875  -0.126   0.242  -0.214
  -0.949   0.193   0.224   0.111
  -0.159   0.307   0.247   0.351
  -0.479   0.034   0.185   0.099
  -2.429  -1.069  -0.207  -1.260
   2.908  -0.021   0.247   0.075
   1.423   0.113  -0.026   0.184
   6.237   0.075  -0.026  -0.011
   3.193   1.351   0.517   1.634
  -0.861   0.658   0.435  -1.572
  -3.668  -0.755   0.207   1.185
   2.364   0.289   0.164   0.483
  -2.663   0.294   0.224   0.190
   3.390   0.964   0.507   1.018
  -1.607  -0.147   0.410  -0.227
  -1.783  -0.378   0.133  -0.492
   2.663   0.704   0.235   0.806
   0.292   0.060   0.401   0.004
   1.014  -0.184   0.254  -0.300
   0.288  -0.534   0.068  -0.538
  -1.886  -0.648  -0.282  -0.528
  -0.588  -0.729  -0.447  -0.668
   1.607   0.278   0.286   0.241
  -1.754  -0.100  -0.103  -0.090
   1.755   0.342   0.476   0.421
   1.439   0.139  -0.045   0.101
  -0.573  -0.128   0.248  -0.323
  -3.956   0.153   0.062   0.260
  -2.881   0.227   0.199   0.248
  -0.930  -0.870  -0.095  -1.090
   1.392   0.380  -0.210   0.570
   0.154  -0.069  -0.145  -0.065
  -2.485  -0.409  -0.071  -0.616
   1.560   0.669   0.349   0.771
   2.447   0.345   0.553   0.219
   0.752   0.963   0.481   0.946
  -1.815  -0.201   0.054  -0.257
  -1.075   0.128   0.558  -0.036
  -1.555  -0.161   0.312  -0.336
   0.936  -0.438   0.227  -0.711
  -6.412  -0.741  -0.110  -0.994
   2.292   0.126  -0.028   0.316
   1.923   0.951   0.467   1.299
   0.159   0.069   0.365  -0.109
   1.103   0.186   0.263   0.190
  -1.739  -0.043   0.196  -0.198
  -0.159   0.381   0.456   0.443
  -3.082  -0.181   0.181  -0.191
  -0.827  -0.684  -0.186  -0.775
  -2.013  -0.124  -0.235   0.063
   2.345   0.247   0.087   0.287
   0.330  -0.084  -0.095  -0.029
  -0.662  -0.552  -0.141  -0.599
   2.623   0.451   0.275   0.581
  -1.796   0.540   0.261   0.444
  -0.661  -0.193  -0.084  -0.189
  -1.841  -0.038   0.171  -0.234
  -4.138   0.546   0.433   0.680
   1.398  -0.347   0.353  -0.470
   0.864   0.412   0.290   0.450
   2.213  -0.012   0.166  -0.195
  -4.476  -0.001   0.179  -0.162
   0.000  -0.103  -0.033  -0.091
   0.702   0.162   0.293   0.123
   2.759   0.485   0.220   0.454
  -1.716  -0.128   0.086  -0.282
   1.033   0.145   0.193   0.225
   0.852  -0.287   0.024  -0.334
   2.017   0.186   0.241   0.263
   0.166   0.515   0.310   0.497
  -1.675   0.316   0.261   0.166
  -0.508   0.560   0.494   0.640
   1.181   0.036   0.282   0.086
  -1.351   0.018   0.367  -0.059
   1.183  -0.118   0.009  -0.204
   0.836   0.871   0.621   0.992
   0.000   0.059   0.278   0.078
  -1.511   0.061   0.061   0.198
  -1.191  -0.059   0.330  -0.108
   0.341   0.306   0.269   0.295
   1.188   0.448   0.691   0.358
  -1.530   0.042   0.326  -0.088
   0.341  -0.182   0.263  -0.400
  -0.685   0.068   0.463   0.009
  -2.259  -0.761  -0.634  -0.613
  -3.943  -0.647  -0.762  -0.409
   1.272   0.372   0.512   0.186
   2.143   0.824   0.753   0.918
  -2.143   0.003  -0.061   0.074
  -0.725  -0.517  -0.528  -0.468
   0.000   0.344   0.490   0.369
  -1.097  -0.232   0.162  -0.471
   0.185  -0.085   0.305  -0.131
  -4.328  -0.560  -0.078  -0.827
   3.031  -0.572  -0.861  -0.462
   1.849   0.821   0.934   0.715
   0.912   0.453   0.437   0.337
  -0.545   0.080   0.515  -0.024
   1.987   0.765   0.423   0.907
  -1.623   0.072   0.300  -0.058
  -1.281  -0.161   0.374  -0.308
   0.734  -0.072   0.829  -0.256
   0.728   0.328   0.229   0.513
   0.362   0.075   0.229   0.011
  -2.194  -0.024   0.055  -0.030
  -0.557  -0.006   0.566  -0.100
   0.740  -0.285   0.186  -0.340
   0.185   0.177   0.273   0.246
   2.725   0.208   0.408   0.124
   0.357   0.251   0.431   0.052
  -2.348   0.203   0.521   0.080
   0.000   0.879   0.555   1.150
   2.527   0.477   0.750   0.570
   4.018  -0.256  -0.037  -0.224
  -3.130  -0.764  -0.617  -0.479
   0.879  -0.103  -0.077  -0.030
   2.251  -0.062   0.144  -0.152
  -1.727  -0.223   0.282  -0.450
   2.919   0.027  -0.020   0.201
   0.337  -0.134  -0.041   0.022
   2.004   0.234   0.360   0.067
  -2.003   0.527   0.463   0.670
  -0.677   0.254   0.897   0.021
   2.017   0.271   0.082   0.271
   1.322  -0.079   0.199  -0.141
  -2.158  -1.199  -0.637  -1.164
  -2.722  -1.309  -0.935  -1.201
   2.048   0.409  -0.049   0.454
   2.337   0.280   0.438   0.139
   1.474   0.192   0.348   0.026
   3.200   0.636   0.511   0.733
  -0.632  -0.069   0.442  -0.233
  -1.276   0.449   0.322   0.592
  -0.483  -0.417  -0.313  -0.353
   0.000   0.357  -0.329   0.643
  -4.960  -0.516  -0.325  -0.415
   0.338  -0.385  -0.294  -0.256
   0.000  -0.286  -0.197  -0.220
  -3.436  -1.062  -1.501  -0.753
   0.000   0.533   0.625   0.413
   3.098   0.476   0.556   0.288
   0.676   0.239   0.381   0.151
  -2.213  -0.205  -0.423  -0.251
   1.537  -0.060   0.290  -0.024
   1.012   0.340   0.488   0.022
   1.829   0.240   0.146   0.264
   0.983   0.402   0.371   0.383
   1.778   0.293   0.040   0.330
  -1.452   0.062  -0.013   0.071
  -0.652  -0.017   0.166  -0.101
  -0.328  -0.412  -0.167  -0.454
  -1.656  -0.050   0.132  -0.054
   1.162   0.185  -0.202   0.381
   0.494  -0.624  -0.783  -0.569
   0.980  -0.199   0.077  -0.263
   0.648   0.237   0.210   0.324
   0.967   0.629   0.366   0.654
   0.640  -0.061  -0.262  -0.114
   0.000  -0.243  -0.297  -0.118
  -0.640   0.309   0.077   0.433
  -1.292   0.167   0.428   0.013
   0.324   0.583   0.308   0.674
   0.162   0.246   0.280   0.085
   1.605   0.125   0.602  -0.076
   0.000  -0.213   0.279  -0.413
   0.635  -0.063   1.251  -0.468
  -1.595  -0.378   0.316  -0.217
   0.801   0.273   0.620   0.312
   1.110   0.230   0.581   0.141
   2.953  -0.060   0.278  -0.092
   1.671   0.467   0.505   0.593
   0.600   0.855   0.248   1.137
   1.191  -0.143   0.060  -0.240
   0.443   0.034   0.193   0.008
   0.733  -0.147   0.281  -0.360
   2.312   0.466   0.513   0.515
  -0.286  -0.189   0.070  -0.340
  -1.153   0.141   0.198   0.201
  -2.050  -0.037   0.145   0.011
  -1.640   0.179   0.259   0.143
   1.936  -0.057   0.416  -0.055
  -1.037  -0.442  -0.183  -0.581
  -1.048  -0.258  -0.204  -0.222
  -0.756   0.405   0.410   0.483
   0.605   0.734   0.352   0.811
   2.532   0.415   0.447   0.345
   0.294   0.603   0.643   0.606
  -1.329  -0.235  -0.054  -0.414
   1.914   0.425   0.370   0.495
  -2.062  -0.204  -0.021  -0.268
  -3.636  -2.304  -1.675  -2.293
   1.835   0.316  -0.020   0.414
   0.604   0.076   0.467  -0.148
   2.086   0.434   0.478   0.362
   0.295  -0.648  -0.066  -0.815
  -0.442   0.011  -0.160   0.267
  -0.444   0.095   0.095   0.011
   1.473   0.456   0.309   0.486
   4.153   0.082   0.485   0.057
   0.699  -0.424  -0.078  -0.519
  -0.840  -0.479  -0.144  -0.565
   1.256   0.594  -0.041   0.803
   1.650  -0.143  -0.059  -0.163
   0.408  -1.247  -0.817  -1.375
  -1.093   0.366   0.346   0.389
  -0.413   0.425   0.846   0.230
  -0.831  -0.529  -0.566  -0.580
  -0.278  -0.134  -0.556   0.080
  -0.139  -0.207   0.117  -0.388
  -0.561   0.454   0.592   0.373
  -1.130   0.565   0.437   0.466
   0.000  -0.217  -0.041  -0.221
   1.130   0.174   0.185   0.253
   1.118  -0.585  -0.176  -0.679
   0.416   0.411   0.283   0.547
  -0.277   0.289   0.273   0.204
  -0.139   0.044   0.305  -0.081
   0.416   0.547   0.511   0.515
  -0.277   0.312   0.375   0.315
  -0.979   0.059   0.386   0.034
  -1.414  -0.508  -0.464  -0.536
  -2.160   0.075   0.190   0.055
   0.291   0.062   0.243  -0.055
  -2.201  -0.961  -0.729  -0.898
  -0.148  -0.600   0.189  -0.815
  -0.596  -0.481  -1.095  -0.126
  -4.120  -1.794  -1.430  -1.649
  -0.312  -1.539  -1.550  -1.544
   2.621  -0.139  -0.542   0.049
  -1.379  -1.625  -2.049  -1.549
   1.531   2.338   2.244   2.113
  -0.916   0.062   0.320  -0.054
   2.724   0.606   0.585   0.630
  -1.050  -0.766  -0.227  -0.842
   0.151   0.320  -0.084   0.618
  -1.517  -0.494  -0.419  -0.512
  -1.386  -0.577  -0.799  -0.293
  -2.195   0.042   0.048   0.027
  -0.956   0.038   0.077  -0.045
  -0.481  -0.817  -0.696  -0.837
  -1.784  -0.273  -0.774   0.018
  -0.492  -0.393  -0.797  -0.131
   3.713   1.446   0.823   1.520
  -2.406   0.000   0.472  -0.245
   3.822   1.024   0.606   1.129
  -1.100   0.098   0.453  -0.186
  -0.475  -0.520   0.099  -0.615
   1.887   0.459   0.540   0.402
   1.392   0.543   0.326   0.467
  -0.926  -0.003   0.289   0.002
   0.618  -0.140   0.197  -0.289
   0.000  -0.089   0.096  -0.075
  -5.381  -0.852  -0.500  -0.792
   0.000  -1.226  -0.718  -1.236
   2.092   0.586   0.255   0.831
   0.635  -1.001  -0.551  -1.018
  -0.158   0.366   0.257   0.511
   1.260   0.046   0.068   0.088
  -2.055  -0.109  -0.377   0.079
  -2.099   0.810  -0.054   1.092
   3.369   1.095   0.668   0.956
   2.029   0.607   0.618   0.613
   1.076  -0.198   0.235  -0.343
  -0.153  -0.285  -0.058  -0.379
   0.306   0.369   0.227   0.354
  -0.766   0.260   0.132   0.335
  -2.178   0.244   0.299   0.158
  -0.631   0.105   0.381   0.059
  -0.635  -0.114   0.088  -0.179
  -1.282   0.256   0.023   0.245
   1.758   0.165   0.488   0.004
  -1.115   0.477   0.351   0.541
   0.160   0.006   0.316  -0.272
  -1.126  -0.234  -0.242  -0.146
  -1.961  -0.418  -0.219  -0.251
   0.000   0.030   0.033   0.175
   1.637   0.262   0.417   0.177
   1.291   0.063   0.057   0.094
   0.639   0.545   0.144   0.709
  -0.479  -0.281   0.098  -0.382
   0.702   0.201   0.061   0.287
  -0.479  -0.651  -0.146  -0.756
   1.432  -0.911  -1.041  -0.665
  -1.914  -0.919  -0.833  -0.898
   0.321   0.356   0.360   0.387
  -1.945  -0.844  -0.651  -0.767
  -0.492  -1.390  -0.992  -1.531
   2.598   0.847   0.045   1.014
  -0.322  -0.244  -0.226  -0.277
  -2.606   0.376   0.240   0.349
  -0.662  -0.473   0.800  -0.754
   0.331   0.437   0.075   0.433
  -2.175  -0.012  -0.222   0.038
  -2.571  -0.027  -0.060  -0.054
   1.037   0.489   0.376   0.503
   1.703   0.185   0.059   0.261
   0.841  -0.255  -0.074  -0.332
   1.000   0.094   0.220  -0.025
   0.497   0.369   0.512   0.174
   0.985   0.961   0.750   1.038
  -0.656   0.115   0.480   0.165
   0.656   0.198   0.001   0.233
  -1.647  -0.233   0.033  -0.299
  -0.834  -0.504  -0.269  -0.499
   1.497   0.164   0.171   0.224
  -0.662   0.059   0.202   0.110
  -1.170   0.173  -0.021   0.252
   1.667  -0.150   0.052  -0.196
  -0.332  -0.235   0.016  -0.174
   0.166   0.245  -0.017   0.368
   2.776   0.932   0.899   0.879
   0.961   0.545   0.157   0.600
   1.425   0.134   0.120  -0.098
   0.314   0.042   0.270   0.195
   0.936  -0.483  -0.116  -0.665
  -0.311  -0.296  -0.087  -0.286
  -0.939   0.219   0.088   0.175
   0.314   0.084   0.170   0.007
   3.087   0.533   0.262   0.519
  -0.610  -0.265   0.010  -0.308
  -0.614   0.535   0.526   0.667
  -2.650   0.002   0.036  -0.156
  10.203   0.598   0.162   0.817
  -0.573   0.177   0.448   0.034
   0.287  -0.332   0.083  -0.431
   0.570   0.139   0.391   0.110
  -0.284  -0.178   0.088  -0.295
   0.143   0.534   0.459   0.475
   0.426   0.722   0.425   0.968
  -0.284  -0.060   0.276  -0.203
   1.553   1.061   0.614   1.215
   0.836   0.192   0.130   0.167
   0.692   0.362   0.331   0.316
  -0.831  -0.055   0.344  -0.124
  -0.837  -0.455  -0.097  -0.491
  -1.128  -0.265   0.320  -0.462
  -0.569   0.033  -0.048   0.185
